,county,fips,Neighbors,Neighbor Code
22,"Aguada Municipio, PR",72003,"Aguada Municipio, PR, Aguadilla Municipio, PR, Añasco Municipio, PR, Moca Municipio, PR, Rincón Municipio, PR","72003, 72005, 72011, 72099, 72117"
23,"Aguadilla Municipio, PR",72005,"Aguada Municipio, PR, Aguadilla Municipio, PR, Isabela Municipio, PR, Moca Municipio, PR","72003, 72005, 72071, 72099"
24,"Aguas Buenas Municipio, PR",72007,"Aguas Buenas Municipio, PR, Bayamón Municipio, PR, Caguas Municipio, PR, Cidra Municipio, PR, Comerío Municipio, PR, Guaynabo Municipio, PR, San Juan Municipio, PR","72007, 72021, 72025, 72041, 72045, 72061, 72127"
25,"Aibonito Municipio, PR",72009,"Aibonito Municipio, PR, Barranquitas Municipio, PR, Cayey Municipio, PR, Cidra Municipio, PR, Coamo Municipio, PR, Salinas Municipio, PR","72009, 72019, 72035, 72041, 72043, 72123"
26,"Aiken County, SC",45003,"Burke County, GA, Richmond County, GA, Aiken County, SC, Barnwell County, SC, Edgefield County, SC, Lexington County, SC, Orangeburg County, SC, Saluda County, SC","13033, 13245, 45003, 45011, 45037, 45063, 45075, 45081"
27,"Aitkin County, MN",27001,"Aitkin County, MN, Carlton County, MN, Cass County, MN, Crow Wing County, MN, Itasca County, MN, Kanabec County, MN, Mille Lacs County, MN, Pine County, MN, St. Louis County, MN","27001, 27017, 27021, 27035, 27061, 27065, 27095, 27115, 27137"
28,"Alachua County, FL",12001,"Alachua County, FL, Bradford County, FL, Columbia County, FL, Gilchrist County, FL, Levy County, FL, Marion County, FL, Putnam County, FL, Union County, FL","12001, 12007, 12023, 12041, 12075, 12083, 12107, 12125"
29,"Alamance County, NC",37001,"Alamance County, NC, Caswell County, NC, Chatham County, NC, Guilford County, NC, Orange County, NC, Randolph County, NC, Rockingham County, NC","37001, 37033, 37037, 37081, 37135, 37151, 37157"
30,"Alameda County, CA",06001,"Alameda County, CA, Contra Costa County, CA, San Francisco County, CA, San Joaquin County, CA, San Mateo County, CA, Santa Clara County, CA, Stanislaus County, CA","06001, 06013, 06075, 06077, 06081, 06085, 06099"
31,"Alamosa County, CO",08003,"Alamosa County, CO, Conejos County, CO, Costilla County, CO, Huerfano County, CO, Rio Grande County, CO, Saguache County, CO","08003, 08021, 08023, 08055, 08105, 08109"
32,"Albany County, NY",36001,"Albany County, NY, Columbia County, NY, Greene County, NY, Rensselaer County, NY, Saratoga County, NY, Schenectady County, NY, Schoharie County, NY","36001, 36021, 36039, 36083, 36091, 36093, 36095"
33,"Albany County, WY",56001,"Jackson County, CO, Larimer County, CO, Albany County, WY, Carbon County, WY, Converse County, WY, Laramie County, WY, Platte County, WY","08057, 08069, 56001, 56007, 56009, 56021, 56031"
34,"Albemarle County, VA",51003,"Albemarle County, VA, Augusta County, VA, Buckingham County, VA, Fluvanna County, VA, Greene County, VA, Louisa County, VA, Nelson County, VA, Orange County, VA, Rockingham County, VA, Charlottesville city, VA","51003, 51015, 51029, 51065, 51079, 51109, 51125, 51137, 51165, 51540"
35,"Alcona County, MI",26001,"Alcona County, MI, Alpena County, MI, Iosco County, MI, Montmorency County, MI, Ogemaw County, MI, Oscoda County, MI","26001, 26007, 26069, 26119, 26129, 26135"
36,"Alcorn County, MS",28003,"Alcorn County, MS, Prentiss County, MS, Tippah County, MS, Tishomingo County, MS, Hardeman County, TN, Hardin County, TN, McNairy County, TN","28003, 28117, 28139, 28141, 47069, 47071, 47109"
37,"Aleutians East Borough, AK",02013,"Aleutians East Borough, AK, Aleutians West Census Area, AK, Lake and Peninsula Borough, AK","02013, 02016, 02164"
38,"Aleutians West Census Area, AK",02016,"Aleutians East Borough, AK, Aleutians West Census Area, AK","02013, 02016"
39,"Alexander County, IL",17003,"Alexander County, IL, Pulaski County, IL, Union County, IL, Ballard County, KY, Cape Girardeau County, MO, Mississippi County, MO, Scott County, MO","17003, 17153, 17181, 21007, 29031, 29133, 29201"
40,"Alexander County, NC",37003,"Alexander County, NC, Caldwell County, NC, Catawba County, NC, Iredell County, NC, Wilkes County, NC","37003, 37027, 37035, 37097, 37193"
41,"Alexandria city, VA",51510,"District of Columbia, DC, Prince George's County, MD, Arlington County, VA, Fairfax County, VA, Alexandria city, VA","11001, 24033, 51013, 51059, 51510"
42,"Alfalfa County, OK",40003,"Barber County, KS, Harper County, KS, Alfalfa County, OK, Garfield County, OK, Grant County, OK, Major County, OK, Woods County, OK","20007, 20077, 40003, 40047, 40053, 40093, 40151"
43,"Alger County, MI",26003,"Alger County, MI, Delta County, MI, Keweenaw County, MI, Luce County, MI, Marquette County, MI, Schoolcraft County, MI","26003, 26041, 26083, 26095, 26103, 26153"
44,"Allamakee County, IA",19005,"Allamakee County, IA, Clayton County, IA, Fayette County, IA, Winneshiek County, IA, Houston County, MN, Crawford County, WI, Vernon County, WI","19005, 19043, 19065, 19191, 27055, 55023, 55123"
45,"Allegan County, MI",26005,"Lake County, IL, Allegan County, MI, Barry County, MI, Kalamazoo County, MI, Kent County, MI, Ottawa County, MI, Van Buren County, MI, Kenosha County, WI, Racine County, WI","17097, 26005, 26015, 26077, 26081, 26139, 26159, 55059, 55101"
46,"Allegany County, MD",24001,"Allegany County, MD, Garrett County, MD, Washington County, MD, Bedford County, PA, Fulton County, PA, Somerset County, PA, Hampshire County, WV, Mineral County, WV, Morgan County, WV","24001, 24023, 24043, 42009, 42057, 42111, 54027, 54057, 54065"
47,"Allegany County, NY",36003,"Allegany County, NY, Cattaraugus County, NY, Livingston County, NY, Steuben County, NY, Wyoming County, NY, McKean County, PA, Potter County, PA","36003, 36009, 36051, 36101, 36121, 42083, 42105"
48,"Alleghany County, NC",37005,"Alleghany County, NC, Ashe County, NC, Surry County, NC, Wilkes County, NC, Grayson County, VA","37005, 37009, 37171, 37193, 51077"
49,"Alleghany County, VA",51005,"Alleghany County, VA, Bath County, VA, Botetourt County, VA, Craig County, VA, Rockbridge County, VA, Covington city, VA, Greenbrier County, WV, Monroe County, WV","51005, 51017, 51023, 51045, 51163, 51580, 54025, 54063"
50,"Allegheny County, PA",42003,"Allegheny County, PA, Armstrong County, PA, Beaver County, PA, Butler County, PA, Washington County, PA, Westmoreland County, PA","42003, 42005, 42007, 42019, 42125, 42129"
51,"Allen County, IN",18003,"Adams County, IN, Allen County, IN, DeKalb County, IN, Huntington County, IN, Noble County, IN, Wells County, IN, Whitley County, IN, Defiance County, OH, Paulding County, OH, Van Wert County, OH","18001, 18003, 18033, 18069, 18113, 18179, 18183, 39039, 39125, 39161"
52,"Allen County, KS",20001,"Allen County, KS, Anderson County, KS, Bourbon County, KS, Coffey County, KS, Linn County, KS, Neosho County, KS, Wilson County, KS, Woodson County, KS","20001, 20003, 20011, 20031, 20107, 20133, 20205, 20207"
53,"Allen County, KY",21003,"Allen County, KY, Barren County, KY, Monroe County, KY, Simpson County, KY, Warren County, KY, Macon County, TN, Sumner County, TN","21003, 21009, 21171, 21213, 21227, 47111, 47165"
54,"Allen County, OH",39003,"Allen County, OH, Auglaize County, OH, Hancock County, OH, Hardin County, OH, Putnam County, OH, Van Wert County, OH","39003, 39011, 39063, 39065, 39137, 39161"
55,"Allen Parish, LA",22003,"Allen Parish, LA, Beauregard Parish, LA, Evangeline Parish, LA, Jefferson Davis Parish, LA, Rapides Parish, LA, Vernon Parish, LA","22003, 22011, 22039, 22053, 22079, 22115"
56,"Allendale County, SC",45005,"Burke County, GA, Screven County, GA, Allendale County, SC, Bamberg County, SC, Barnwell County, SC, Colleton County, SC, Hampton County, SC","13033, 13251, 45005, 45009, 45011, 45029, 45049"
57,"Alpena County, MI",26007,"Alcona County, MI, Alpena County, MI, Montmorency County, MI, Oscoda County, MI, Presque Isle County, MI","26001, 26007, 26119, 26135, 26141"
58,"Alpine County, CA",06003,"Alpine County, CA, Amador County, CA, Calaveras County, CA, El Dorado County, CA, Mono County, CA, Tuolumne County, CA, Douglas County, NV","06003, 06005, 06009, 06017, 06051, 06109, 32005"
59,"Amador County, CA",06005,"Alpine County, CA, Amador County, CA, Calaveras County, CA, El Dorado County, CA, Sacramento County, CA, San Joaquin County, CA","06003, 06005, 06009, 06017, 06067, 06077"
60,"Amelia County, VA",51007,"Amelia County, VA, Chesterfield County, VA, Cumberland County, VA, Dinwiddie County, VA, Nottoway County, VA, Powhatan County, VA, Prince Edward County, VA","51007, 51041, 51049, 51053, 51135, 51145, 51147"
61,"Amherst County, VA",51009,"Amherst County, VA, Appomattox County, VA, Bedford County, VA, Campbell County, VA, Nelson County, VA, Rockbridge County, VA, Lynchburg city, VA","51009, 51011, 51019, 51031, 51125, 51163, 51680"
62,"Amite County, MS",28005,"East Feliciana Parish, LA, St. Helena Parish, LA, Tangipahoa Parish, LA, Amite County, MS, Franklin County, MS, Lincoln County, MS, Pike County, MS, Wilkinson County, MS","22037, 22091, 22105, 28005, 28037, 28085, 28113, 28157"
63,"Anchorage Municipality, AK",02020,"Anchorage Municipality, AK, Kenai Peninsula Borough, AK, Matanuska-Susitna Borough, AK, Valdez-Cordova Census Area, AK","02020, 02122, 02170, 02261"
64,"Anderson County, KS",20003,"Allen County, KS, Anderson County, KS, Bourbon County, KS, Coffey County, KS, Franklin County, KS, Linn County, KS, Miami County, KS, Woodson County, KS","20001, 20003, 20011, 20031, 20059, 20107, 20121, 20207"
65,"Anderson County, KY",21005,"Anderson County, KY, Franklin County, KY, Mercer County, KY, Nelson County, KY, Shelby County, KY, Spencer County, KY, Washington County, KY, Woodford County, KY","21005, 21073, 21167, 21179, 21211, 21215, 21229, 21239"
66,"Anderson County, SC",45007,"Elbert County, GA, Hart County, GA, Abbeville County, SC, Anderson County, SC, Greenville County, SC, Laurens County, SC, Oconee County, SC, Pickens County, SC","13105, 13147, 45001, 45007, 45045, 45059, 45073, 45077"
67,"Anderson County, TN",47001,"Anderson County, TN, Campbell County, TN, Knox County, TN, Morgan County, TN, Roane County, TN, Scott County, TN, Union County, TN","47001, 47013, 47093, 47129, 47145, 47151, 47173"
68,"Anderson County, TX",48001,"Anderson County, TX, Cherokee County, TX, Freestone County, TX, Henderson County, TX, Houston County, TX, Leon County, TX","48001, 48073, 48161, 48213, 48225, 48289"
69,"Andrew County, MO",29003,"Doniphan County, KS, Andrew County, MO, Buchanan County, MO, DeKalb County, MO, Gentry County, MO, Holt County, MO, Nodaway County, MO","20043, 29003, 29021, 29063, 29075, 29087, 29147"
70,"Andrews County, TX",48003,"Lea County, NM, Andrews County, TX, Ector County, TX, Gaines County, TX, Martin County, TX, Midland County, TX, Winkler County, TX","35025, 48003, 48135, 48165, 48317, 48329, 48495"
71,"Androscoggin County, ME",23001,"Androscoggin County, ME, Cumberland County, ME, Franklin County, ME, Kennebec County, ME, Oxford County, ME, Sagadahoc County, ME","23001, 23005, 23007, 23011, 23017, 23023"
72,"Angelina County, TX",48005,"Angelina County, TX, Cherokee County, TX, Houston County, TX, Jasper County, TX, Nacogdoches County, TX, Polk County, TX, San Augustine County, TX, Trinity County, TX, Tyler County, TX","48005, 48073, 48225, 48241, 48347, 48373, 48405, 48455, 48457"
73,"Anne Arundel County, MD",24003,"Anne Arundel County, MD, Baltimore County, MD, Calvert County, MD, Howard County, MD, Kent County, MD, Prince George's County, MD, Queen Anne's County, MD, Talbot County, MD, Baltimore city, MD","24003, 24005, 24009, 24027, 24029, 24033, 24035, 24041, 24510"
74,"Anoka County, MN",27003,"Anoka County, MN, Chisago County, MN, Hennepin County, MN, Isanti County, MN, Ramsey County, MN, Sherburne County, MN, Washington County, MN","27003, 27025, 27053, 27059, 27123, 27141, 27163"
75,"Anson County, NC",37007,"Anson County, NC, Montgomery County, NC, Richmond County, NC, Stanly County, NC, Union County, NC, Chesterfield County, SC, Marlboro County, SC","37007, 37123, 37153, 37167, 37179, 45025, 45069"
76,"Antelope County, NE",31003,"Antelope County, NE, Boone County, NE, Holt County, NE, Knox County, NE, Madison County, NE, Pierce County, NE, Wheeler County, NE","31003, 31011, 31089, 31107, 31119, 31139, 31183"
77,"Antrim County, MI",26009,"Antrim County, MI, Charlevoix County, MI, Crawford County, MI, Grand Traverse County, MI, Kalkaska County, MI, Leelanau County, MI, Otsego County, MI","26009, 26029, 26039, 26055, 26079, 26089, 26137"
78,"Apache County, AZ",04001,"Apache County, AZ, Graham County, AZ, Greenlee County, AZ, Navajo County, AZ, Montezuma County, CO, Catron County, NM, Cibola County, NM, McKinley County, NM, San Juan County, NM, San Juan County, UT","04001, 04009, 04011, 04017, 08083, 35003, 35006, 35031, 35045, 49037"
79,"Appanoose County, IA",19007,"Appanoose County, IA, Davis County, IA, Lucas County, IA, Monroe County, IA, Wapello County, IA, Wayne County, IA, Putnam County, MO, Schuyler County, MO","19007, 19051, 19117, 19135, 19179, 19185, 29171, 29197"
80,"Appling County, GA",13001,"Appling County, GA, Bacon County, GA, Jeff Davis County, GA, Pierce County, GA, Tattnall County, GA, Toombs County, GA, Wayne County, GA","13001, 13005, 13161, 13229, 13267, 13279, 13305"
81,"Appomattox County, VA",51011,"Amherst County, VA, Appomattox County, VA, Buckingham County, VA, Campbell County, VA, Charlotte County, VA, Nelson County, VA, Prince Edward County, VA","51009, 51011, 51029, 51031, 51037, 51125, 51147"
82,"Aransas County, TX",48007,"Aransas County, TX, Calhoun County, TX, Nueces County, TX, Refugio County, TX, San Patricio County, TX","48007, 48057, 48355, 48391, 48409"
83,"Arapahoe County, CO",08005,"Adams County, CO, Arapahoe County, CO, Denver County, CO, Douglas County, CO, Elbert County, CO, Jefferson County, CO, Lincoln County, CO, Washington County, CO","08001, 08005, 08031, 08035, 08039, 08059, 08073, 08121"
84,"Archer County, TX",48009,"Archer County, TX, Baylor County, TX, Clay County, TX, Jack County, TX, Throckmorton County, TX, Wichita County, TX, Wilbarger County, TX, Young County, TX","48009, 48023, 48077, 48237, 48447, 48485, 48487, 48503"
85,"Archuleta County, CO",08007,"Archuleta County, CO, Conejos County, CO, Hinsdale County, CO, La Plata County, CO, Mineral County, CO, Rio Grande County, CO, Rio Arriba County, NM, San Juan County, NM","08007, 08021, 08053, 08067, 08079, 08105, 35039, 35045"
86,"Arecibo Municipio, PR",72013,"Arecibo Municipio, PR, Barceloneta Municipio, PR, Ciales Municipio, PR, Florida Municipio, PR, Hatillo Municipio, PR, Utuado Municipio, PR","72013, 72017, 72039, 72054, 72065, 72141"
87,"Arenac County, MI",26011,"Arenac County, MI, Bay County, MI, Gladwin County, MI, Huron County, MI, Iosco County, MI, Ogemaw County, MI","26011, 26017, 26051, 26063, 26069, 26129"
88,"Arkansas County, AR",05001,"Arkansas County, AR, Desha County, AR, Jefferson County, AR, Lincoln County, AR, Lonoke County, AR, Monroe County, AR, Phillips County, AR, Prairie County, AR","05001, 05041, 05069, 05079, 05085, 05095, 05107, 05117"
89,"Arlington County, VA",51013,"District of Columbia, DC, Montgomery County, MD, Arlington County, VA, Fairfax County, VA, Alexandria city, VA, Falls Church city, VA","11001, 24031, 51013, 51059, 51510, 51610"
90,"Armstrong County, PA",42005,"Allegheny County, PA, Armstrong County, PA, Butler County, PA, Clarion County, PA, Indiana County, PA, Jefferson County, PA, Westmoreland County, PA","42003, 42005, 42019, 42031, 42063, 42065, 42129"
91,"Armstrong County, TX",48011,"Armstrong County, TX, Briscoe County, TX, Carson County, TX, Donley County, TX, Gray County, TX, Potter County, TX, Randall County, TX, Swisher County, TX","48011, 48045, 48065, 48129, 48179, 48375, 48381, 48437"
92,"Aroostook County, ME",23003,"Aroostook County, ME, Penobscot County, ME, Piscataquis County, ME, Somerset County, ME, Washington County, ME","23003, 23019, 23021, 23025, 23029"
93,"Arroyo Municipio, PR",72015,"Arroyo Municipio, PR, Guayama Municipio, PR, Patillas Municipio, PR","72015, 72057, 72109"
94,"Arthur County, NE",31005,"Arthur County, NE, Garden County, NE, Grant County, NE, Hooker County, NE, Keith County, NE, McPherson County, NE","31005, 31069, 31075, 31091, 31101, 31117"
95,"Ascension Parish, LA",22005,"Ascension Parish, LA, Assumption Parish, LA, East Baton Rouge Parish, LA, Iberville Parish, LA, Livingston Parish, LA, St. James Parish, LA, St. John the Baptist Parish, LA","22005, 22007, 22033, 22047, 22063, 22093, 22095"
96,"Ashe County, NC",37009,"Alleghany County, NC, Ashe County, NC, Watauga County, NC, Wilkes County, NC, Johnson County, TN, Grayson County, VA","37005, 37009, 37189, 37193, 47091, 51077"
97,"Ashland County, OH",39005,"Ashland County, OH, Holmes County, OH, Huron County, OH, Knox County, OH, Lorain County, OH, Medina County, OH, Richland County, OH, Wayne County, OH","39005, 39075, 39077, 39083, 39093, 39103, 39139, 39169"
98,"Ashland County, WI",55003,"Gogebic County, MI, Ontonagon County, MI, Cook County, MN, Lake County, MN, Ashland County, WI, Bayfield County, WI, Iron County, WI, Price County, WI, Sawyer County, WI","26053, 26131, 27031, 27075, 55003, 55007, 55051, 55099, 55113"
99,"Ashley County, AR",05003,"Ashley County, AR, Bradley County, AR, Chicot County, AR, Drew County, AR, Union County, AR, Morehouse Parish, LA, Union Parish, LA","05003, 05011, 05017, 05043, 05139, 22067, 22111"
100,"Ashtabula County, OH",39007,"Ashtabula County, OH, Geauga County, OH, Lake County, OH, Trumbull County, OH, Crawford County, PA, Erie County, PA","39007, 39055, 39085, 39155, 42039, 42049"
101,"Asotin County, WA",53003,"Nez Perce County, ID, Wallowa County, OR, Asotin County, WA, Garfield County, WA, Whitman County, WA","16069, 41063, 53003, 53023, 53075"
102,"Assumption Parish, LA",22007,"Ascension Parish, LA, Assumption Parish, LA, Iberia Parish, LA, Iberville Parish, LA, Lafourche Parish, LA, St. James Parish, LA, St. Martin Parish, LA, St. Mary Parish, LA, Terrebonne Parish, LA","22005, 22007, 22045, 22047, 22057, 22093, 22099, 22101, 22109"
103,"Atascosa County, TX",48013,"Atascosa County, TX, Bexar County, TX, Frio County, TX, Karnes County, TX, La Salle County, TX, Live Oak County, TX, McMullen County, TX, Medina County, TX, Wilson County, TX","48013, 48029, 48163, 48255, 48283, 48297, 48311, 48325, 48493"
104,"Atchison County, KS",20005,"Atchison County, KS, Brown County, KS, Doniphan County, KS, Jackson County, KS, Jefferson County, KS, Leavenworth County, KS, Buchanan County, MO, Platte County, MO","20005, 20013, 20043, 20085, 20087, 20103, 29021, 29165"
105,"Atchison County, MO",29005,"Fremont County, IA, Page County, IA, Atchison County, MO, Holt County, MO, Nodaway County, MO, Nemaha County, NE, Otoe County, NE","19071, 19145, 29005, 29087, 29147, 31127, 31131"
106,"Athens County, OH",39009,"Athens County, OH, Hocking County, OH, Meigs County, OH, Morgan County, OH, Perry County, OH, Vinton County, OH, Washington County, OH, Wood County, WV","39009, 39073, 39105, 39115, 39127, 39163, 39167, 54107"
107,"Atkinson County, GA",13003,"Atkinson County, GA, Berrien County, GA, Clinch County, GA, Coffee County, GA, Lanier County, GA, Ware County, GA","13003, 13019, 13065, 13069, 13173, 13299"
108,"Atlantic County, NJ",34001,"Atlantic County, NJ, Burlington County, NJ, Camden County, NJ, Cape May County, NJ, Cumberland County, NJ, Gloucester County, NJ, Ocean County, NJ","34001, 34005, 34007, 34009, 34011, 34015, 34029"
109,"Atoka County, OK",40005,"Atoka County, OK, Bryan County, OK, Choctaw County, OK, Coal County, OK, Johnston County, OK, Pittsburg County, OK, Pushmataha County, OK","40005, 40013, 40023, 40029, 40069, 40121, 40127"
110,"Attala County, MS",28007,"Attala County, MS, Carroll County, MS, Choctaw County, MS, Holmes County, MS, Leake County, MS, Madison County, MS, Montgomery County, MS, Neshoba County, MS, Winston County, MS, Yazoo County, MS","28007, 28015, 28019, 28051, 28079, 28089, 28097, 28099, 28159, 28163"
111,"Audrain County, MO",29007,"Audrain County, MO, Boone County, MO, Callaway County, MO, Monroe County, MO, Montgomery County, MO, Pike County, MO, Ralls County, MO, Randolph County, MO","29007, 29019, 29027, 29137, 29139, 29163, 29173, 29175"
112,"Audubon County, IA",19009,"Adair County, IA, Audubon County, IA, Carroll County, IA, Cass County, IA, Crawford County, IA, Guthrie County, IA, Shelby County, IA","19001, 19009, 19027, 19029, 19047, 19077, 19165"
113,"Auglaize County, OH",39011,"Allen County, OH, Auglaize County, OH, Hardin County, OH, Logan County, OH, Mercer County, OH, Shelby County, OH, Van Wert County, OH","39003, 39011, 39065, 39091, 39107, 39149, 39161"
114,"Augusta County, VA",51015,"Albemarle County, VA, Augusta County, VA, Bath County, VA, Highland County, VA, Nelson County, VA, Rockbridge County, VA, Rockingham County, VA, Staunton city, VA, Waynesboro city, VA, Pendleton County, WV","51003, 51015, 51017, 51091, 51125, 51163, 51165, 51790, 51820, 54071"
115,"Aurora County, SD",46003,"Aurora County, SD, Brule County, SD, Charles Mix County, SD, Davison County, SD, Douglas County, SD, Jerauld County, SD, Sanborn County, SD","46003, 46015, 46023, 46035, 46043, 46073, 46111"
116,"Austin County, TX",48015,"Austin County, TX, Colorado County, TX, Fayette County, TX, Fort Bend County, TX, Waller County, TX, Washington County, TX, Wharton County, TX","48015, 48089, 48149, 48157, 48473, 48477, 48481"
117,"Autauga County, AL",01001,"Autauga County, AL, Chilton County, AL, Dallas County, AL, Elmore County, AL, Lowndes County, AL, Montgomery County, AL","01001, 01021, 01047, 01051, 01085, 01101"
118,"Avery County, NC",37011,"Avery County, NC, Burke County, NC, Caldwell County, NC, McDowell County, NC, Mitchell County, NC, Watauga County, NC, Carter County, TN, Johnson County, TN","37011, 37023, 37027, 37111, 37121, 37189, 47019, 47091"
119,"Avoyelles Parish, LA",22009,"Avoyelles Parish, LA, Catahoula Parish, LA, Concordia Parish, LA, Evangeline Parish, LA, La Salle Parish, LA, Pointe Coupee Parish, LA, Rapides Parish, LA, St. Landry Parish, LA, West Feliciana Parish, LA","22009, 22025, 22029, 22039, 22059, 22077, 22079, 22097, 22125"
120,"Añasco Municipio, PR",72011,"Aguada Municipio, PR, Añasco Municipio, PR, Las Marías Municipio, PR, Mayagüez Municipio, PR, Moca Municipio, PR, Rincón Municipio, PR, San Sebastián Municipio, PR","72003, 72011, 72083, 72097, 72099, 72117, 72131"
121,"Baca County, CO",08009,"Baca County, CO, Bent County, CO, Las Animas County, CO, Prowers County, CO, Morton County, KS, Stanton County, KS, Union County, NM, Cimarron County, OK","08009, 08011, 08071, 08099, 20129, 20187, 35059, 40025"
122,"Bacon County, GA",13005,"Appling County, GA, Bacon County, GA, Coffee County, GA, Jeff Davis County, GA, Pierce County, GA, Ware County, GA","13001, 13005, 13069, 13161, 13229, 13299"
123,"Bailey County, TX",48017,"Curry County, NM, Roosevelt County, NM, Bailey County, TX, Cochran County, TX, Hockley County, TX, Lamb County, TX, Parmer County, TX","35009, 35041, 48017, 48079, 48219, 48279, 48369"
124,"Baker County, FL",12003,"Baker County, FL, Bradford County, FL, Clay County, FL, Columbia County, FL, Duval County, FL, Nassau County, FL, Union County, FL, Charlton County, GA, Clinch County, GA, Ware County, GA","12003, 12007, 12019, 12023, 12031, 12089, 12125, 13049, 13065, 13299"
125,"Baker County, GA",13007,"Baker County, GA, Calhoun County, GA, Decatur County, GA, Dougherty County, GA, Early County, GA, Miller County, GA, Mitchell County, GA","13007, 13037, 13087, 13095, 13099, 13201, 13205"
126,"Baker County, OR",41001,"Adams County, ID, Washington County, ID, Baker County, OR, Grant County, OR, Malheur County, OR, Union County, OR, Wallowa County, OR","16003, 16087, 41001, 41023, 41045, 41061, 41063"
127,"Baldwin County, AL",01003,"Baldwin County, AL, Clarke County, AL, Escambia County, AL, Mobile County, AL, Monroe County, AL, Washington County, AL, Escambia County, FL","01003, 01025, 01053, 01097, 01099, 01129, 12033"
128,"Baldwin County, GA",13009,"Baldwin County, GA, Hancock County, GA, Jones County, GA, Putnam County, GA, Washington County, GA, Wilkinson County, GA","13009, 13141, 13169, 13237, 13303, 13319"
129,"Ballard County, KY",21007,"Alexander County, IL, Pulaski County, IL, Ballard County, KY, Carlisle County, KY, McCracken County, KY, Mississippi County, MO","17003, 17153, 21007, 21039, 21145, 29133"
130,"Baltimore County, MD",24005,"Anne Arundel County, MD, Baltimore County, MD, Carroll County, MD, Harford County, MD, Howard County, MD, Kent County, MD, Baltimore city, MD, York County, PA","24003, 24005, 24013, 24025, 24027, 24029, 24510, 42133"
131,"Baltimore city, MD",24510,"Anne Arundel County, MD, Baltimore County, MD, Baltimore city, MD","24003, 24005, 24510"
132,"Bamberg County, SC",45009,"Allendale County, SC, Bamberg County, SC, Barnwell County, SC, Colleton County, SC, Hampton County, SC, Orangeburg County, SC","45005, 45009, 45011, 45029, 45049, 45075"
133,"Bandera County, TX",48019,"Bandera County, TX, Bexar County, TX, Kendall County, TX, Kerr County, TX, Medina County, TX, Real County, TX, Uvalde County, TX","48019, 48029, 48259, 48265, 48325, 48385, 48463"
134,"Banks County, GA",13011,"Banks County, GA, Franklin County, GA, Habersham County, GA, Hall County, GA, Jackson County, GA, Madison County, GA, Stephens County, GA","13011, 13119, 13137, 13139, 13157, 13195, 13257"
135,"Banner County, NE",31007,"Banner County, NE, Cheyenne County, NE, Kimball County, NE, Morrill County, NE, Scotts Bluff County, NE, Goshen County, WY, Laramie County, WY","31007, 31033, 31105, 31123, 31157, 56015, 56021"
136,"Bannock County, ID",16005,"Bannock County, ID, Bingham County, ID, Caribou County, ID, Franklin County, ID, Oneida County, ID, Power County, ID","16005, 16011, 16029, 16041, 16071, 16077"
137,"Baraga County, MI",26013,"Baraga County, MI, Houghton County, MI, Iron County, MI, Marquette County, MI","26013, 26061, 26071, 26103"
138,"Barber County, KS",20007,"Barber County, KS, Comanche County, KS, Harper County, KS, Kingman County, KS, Kiowa County, KS, Pratt County, KS, Alfalfa County, OK, Woods County, OK","20007, 20033, 20077, 20095, 20097, 20151, 40003, 40151"
139,"Barbour County, AL",01005,"Barbour County, AL, Bullock County, AL, Dale County, AL, Henry County, AL, Pike County, AL, Russell County, AL, Clay County, GA, Quitman County, GA, Stewart County, GA","01005, 01011, 01045, 01067, 01109, 01113, 13061, 13239, 13259"
140,"Barbour County, WV",54001,"Barbour County, WV, Harrison County, WV, Preston County, WV, Randolph County, WV, Taylor County, WV, Tucker County, WV, Upshur County, WV","54001, 54033, 54077, 54083, 54091, 54093, 54097"
141,"Barceloneta Municipio, PR",72017,"Arecibo Municipio, PR, Barceloneta Municipio, PR, Florida Municipio, PR, Manatí Municipio, PR","72013, 72017, 72054, 72091"
142,"Barnes County, ND",38003,"Barnes County, ND, Cass County, ND, Griggs County, ND, LaMoure County, ND, Ransom County, ND, Steele County, ND, Stutsman County, ND","38003, 38017, 38039, 38045, 38073, 38091, 38093"
143,"Barnstable County, MA",25001,"Barnstable County, MA, Bristol County, MA, Dukes County, MA, Plymouth County, MA","25001, 25005, 25007, 25023"
144,"Barnwell County, SC",45011,"Burke County, GA, Aiken County, SC, Allendale County, SC, Bamberg County, SC, Barnwell County, SC, Orangeburg County, SC","13033, 45003, 45005, 45009, 45011, 45075"
145,"Barranquitas Municipio, PR",72019,"Aibonito Municipio, PR, Barranquitas Municipio, PR, Cidra Municipio, PR, Coamo Municipio, PR, Comerío Municipio, PR, Corozal Municipio, PR, Naranjito Municipio, PR, Orocovis Municipio, PR","72009, 72019, 72041, 72043, 72045, 72047, 72105, 72107"
146,"Barren County, KY",21009,"Allen County, KY, Barren County, KY, Edmonson County, KY, Hart County, KY, Metcalfe County, KY, Monroe County, KY, Warren County, KY","21003, 21009, 21061, 21099, 21169, 21171, 21227"
147,"Barron County, WI",55005,"Barron County, WI, Burnett County, WI, Chippewa County, WI, Dunn County, WI, Polk County, WI, Rusk County, WI, St. Croix County, WI, Sawyer County, WI, Washburn County, WI","55005, 55013, 55017, 55033, 55095, 55107, 55109, 55113, 55129"
